customer_id,gender,age,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,contract,monthly_charges,total_charges,churn
71c512a3-c0b0-4737-800e-2315c92440c9,Male,31,30,No,Yes,Fiber optic,No internet service,No internet service,,No,Month-to-month,43.47,2278.56,No
f73f0af2-9ecb-42bb-9b0f-0d6f862e9807,Non-binary,18,12,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,One year,37.83,4252.8,Yes
1971ebe0-44a2-480e-a2cd-0ae179077b67,Male,46,70,No,No,No,Yes,Yes,No internet service,No,One year,103.66,1526.63,No
e6704a13-7dd0-4e4f-80da-17cb5a80fb94,Female,19,66,No,No,DSL,No internet service,Yes,No internet service,No,Month-to-month,76.22,5406.34,No
e064c367-a6af-4981-9b7e-34e6b3f4b4f3,Non-binary,22,48,No,No phone service,DSL,No,No internet service,No internet service,,Month-to-month,120.9,3502.67,Yes
658ec62e-2576-44ca-9bfd-115e88ade238,Female,27,44,Yes,No,DSL,Yes,Yes,Yes,Yes,One year,128.3,5037.72,Yes
13c3c70c-40bc-498d-bfbb-280bb1a63af0,Non-binary,30,63,No,No,Fiber optic,No internet service,Yes,Yes,Yes,One year,100.25,5935.43,Yes
03702de6-3b03-4329-9601-76f8f557bd7a,Non-binary,47,12,No,Yes,No,Yes,Yes,Yes,Yes,Two year,122.25,3222.67,No
aa6b1f2a-9969-4a4f-8bd3-b0a1e42f8410,Male,46,30,No,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,One year,82.07,2630.87,Yes
17670fd5-0e6e-4932-89f1-b4fd778ad668,Female,19,15,Yes,Yes,DSL,No internet service,Yes,Yes,No,Month-to-month,63.38,850.5,No
4bbc0644-9a6a-4305-b669-57e5456cb97e,Female,54,40,Yes,Yes,No,No internet service,Yes,,No internet service,Two year,50.66,5721.21,No
bc844d40-6403-42d2-8e2c-05070b18ad23,Non-binary,40,21,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Two year,91.85,4896.82,No
4568945e-66ff-4de7-9bec-9b5ed689a4dd,Non-binary,37,28,Yes,No,Fiber optic,Yes,Yes,Yes,No,Two year,56.33,3774.87,Yes
98da175b-cbb4-4f3d-9a71-4d92f6d9d5ba,Female,49,67,Yes,Yes,No,Yes,Yes,No,No,Month-to-month,53.96,3653.4445621528066,No
40bf92f7-0397-4d13-96bf-273a18364311,Female,43,16,No,Yes,Fiber optic,Yes,No internet service,No,No internet service,Month-to-month,93.19,1486.3157385472787,Yes
8884006c-bfa6-4e97-a1a3-62f08cee719c,Male,29,5,Yes,No,DSL,Yes,Yes,No,No,One year,68.57,8653.22,Yes
2003e2a1-d2c3-41f0-b01f-d8bbfe8bec65,Male,51,32,No,Yes,No,No,No internet service,Yes,Yes,Two year,129.68,9204.53,Yes
cf3cc0b9-0e97-40b5-9cba-f747afcfe1b1,Male,47,4,Yes,No,DSL,No,No internet service,Yes,No,Two year,40.68,231.34,Yes
fd007c98-6a6f-4fcb-935c-b90f4945280d,Female,59,65,No,Yes,No,No internet service,No internet service,No,,One year,88.59,4708.67,No
b6afcdf9-aaf6-4e0a-b39b-a6ae462a6791,Non-binary,49,25,Yes,Yes,No,No internet service,No,No,No,One year,37.71,5434.12,No
ebde6a5d-5dc8-4c1a-bf2c-2b372d30fa63,Male,64,1,No,No phone service,No,No internet service,No,No,No,Month-to-month,51.13,7418.98,No
035b9aaa-cd81-4c27-927a-ab7b18758634,Non-binary,30,35,Yes,Yes,No,No internet service,No internet service,Yes,Yes,Two year,119.93,3251.54,No
eaf6c9bf-a925-48b0-bc0e-441a1fa641b8,Male,51,68,Yes,Yes,DSL,No,No,No internet service,No internet service,Month-to-month,127.68,6929.11,Yes
6248d33e-d7c4-40a2-b49c-2785c004f40b,Non-binary,23,18,Yes,No,No,No,Yes,Yes,No internet service,Month-to-month,68.91,7419.66,Yes
e78663dc-65ce-4c17-bf40-d0ee4bdb6278,Female,49,14,No,No,Fiber optic,No,No,Yes,No internet service,One year,50.82,8279.9,Yes
d0dc9e45-fcf6-4432-bf26-6676f198c076,Non-binary,18,68,No,Yes,DSL,No,,No,Yes,Month-to-month,78.23,6876.25,Yes
4f752704-af02-44d0-9cc7-7e83a99adde6,Male,34,40,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,One year,44.6,578.32,No
1b4e6da2-a60e-43b6-82f3-3d79eff563d3,Female,39,60,No,No phone service,DSL,No internet service,Yes,No,Yes,One year,59.96,5828.09,No
ef8ecf2c-d638-4d89-8972-9a18cf8bfdd2,Female,50,63,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No,Two year,32.72,4467.44,No
bf11126c-5daf-4a3e-816c-c6b0dec1685e,Female,65,57,No,No,No,Yes,Yes,No,No,One year,64.83,4075.87,No
9900b355-d22c-4944-a46b-043646de7aef,Male,22,16,Yes,No,DSL,No,No,No,No,Two year,67.72,607.78,Yes
5fcd4017-69a4-4bd4-a60b-7209512077f4,Non-binary,25,56,Yes,No,Fiber optic,No,No,No,No,Month-to-month,118.69,7626.04,Yes
a5ba5ec7-6a16-431b-a9d1-de18eb6fe7b5,Non-binary,63,70,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,Month-to-month,86.34,2617.01,No
c646da57-e8fc-4a93-ac1d-37a3abba8997,Female,20,14,Yes,No phone service,Fiber optic,No,Yes,No,No,Two year,58.82,8193.38,Yes
bd3fff8a-5ad7-4e24-b395-892a183e6d4b,Non-binary,34,5,No,Yes,No,No,No internet service,Yes,No internet service,Two year,77.35,2694.82,Yes
7c2c0439-f7d6-4946-b983-a4fdc4e687ba,Female,45,42,No,No,No,Yes,No internet service,,Yes,Month-to-month,92.86,962.74,Yes
f45f4e75-9106-4d0e-9dc9-1668517f1044,Non-binary,63,57,No,No,Fiber optic,No internet service,No internet service,No,No internet service,Two year,115.85,1104.93,No
190051d5-eb44-4311-854d-8bff8cfb3f43,Non-binary,24,8,No,Yes,Fiber optic,Yes,No,Yes,Yes,Month-to-month,97.65,132.21,Yes
0b99a032-783c-4ab8-bfa6-5d388db5cdec,Non-binary,25,0,No,Yes,DSL,No internet service,No internet service,No internet service,,Month-to-month,34.44,7282.92,Yes
feccb9c6-ca1c-4012-b4bc-e622a3201816,Female,69,23,No,No phone service,DSL,No internet service,Yes,No internet service,No internet service,One year,114.58,9078.75,No
9e648f47-4c8c-4e38-92d0-8b73aaa26738,Female,49,12,No,No phone service,No,Yes,No,No,Yes,One year,71.72,791.8590199990518,No
d66cd7b8-f45f-4564-84bc-9f2686c22125,Female,25,22,Yes,No,DSL,No internet service,No internet service,No internet service,No,Two year,66.81,1843.6,Yes
437fe2f0-036c-488b-ba9d-8ed0886fd437,Non-binary,44,49,No,No phone service,No,Yes,No,No,Yes,Two year,106.77,325.42,No
3c530c5b-4d36-4ba9-9fb6-e2685244ae68,Non-binary,34,46,Yes,Yes,No,Yes,,No internet service,No,One year,76.32,7049.27,Yes
c17f7af6-6be1-4a75-84f0-7a7be35a8b05,Non-binary,56,0,Yes,Yes,DSL,No,Yes,Yes,No internet service,Month-to-month,117.34,4527.64,No
49ed152e-bd17-458e-af8c-5d9b15af7342,Female,68,15,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Two year,56.01,4233.07,No
423b168a-bb94-4414-9b54-05b55b1de637,Non-binary,28,50,No,No phone service,DSL,Yes,No internet service,No internet service,No internet service,Two year,35.19,4861.91,No
f9db3629-dc37-4e45-923d-86ed6d642560,Non-binary,29,66,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Month-to-month,66.38,2354.33,No
ef34f360-3ea2-4758-9e53-f29c630dfa49,Male,30,58,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,Month-to-month,106.68,4681.32,Yes
40b70e70-032e-4cb1-b7a7-210258515fe6,Non-binary,67,68,No,No phone service,No,Yes,Yes,No,,Month-to-month,45.65,7619.36,No
6a3798be-cea1-4483-a061-af64fb9b6902,Non-binary,65,64,No,Yes,Fiber optic,No internet service,No internet service,,Yes,Two year,58.86,3781.24,Yes
b593596d-a59f-4d95-be39-bb455b152464,Female,56,23,No,Yes,DSL,Yes,Yes,No,No,Two year,103.31,7890.04,Yes
d6c8d2b1-ba2b-4b3f-a88d-3e5dd37ded07,Non-binary,63,69,Yes,No phone service,Fiber optic,No,Yes,Yes,No,One year,65.73,7488.38,No
13ba4031-f281-4942-b695-8726fe534001,Non-binary,69,30,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,One year,87.79,2797.7379274358823,No
997f6975-8cb3-4e5e-b0c8-8a81a1e617a7,Male,49,65,Yes,Yes,No,Yes,Yes,Yes,No internet service,One year,91.89,6395.83,No
135c4e1a-a4fe-4488-b1f9-33a06f26828b,Male,33,27,Yes,Yes,No,No,No,Yes,No,Month-to-month,94.33,6061.52,No
f2c5901b-d774-4331-82ce-038d59e4f87c,Male,33,61,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Month-to-month,46.61,4965.83,No
883005e3-e512-4e28-9eaf-30373df50906,Male,33,53,No,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,31.52,3616.84,No
89cf5f3f-26f8-44ab-8e75-248be9f23afd,Female,43,50,Yes,Yes,No,No,No internet service,No internet service,No,One year,83.39,8280.88,No
505125d2-ff09-4a8b-810b-e9a28dbecfe2,Male,25,36,Yes,No phone service,No,No,No,No internet service,No,Two year,117.52,8763.53,No
ece815f6-9cb6-49bc-a0ee-a6f7e8b70646,Male,37,11,Yes,Yes,No,No internet service,Yes,No,,Month-to-month,105.32,6039.86,Yes
af3932ac-5243-4490-b6d3-72eadc1c14cd,Male,21,24,No,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Month-to-month,96.75,3157.53,Yes
9623ab63-2855-49fa-96d3-3a259d2d059a,Female,45,0,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,Two year,64.79,8951.69,No
d9903d6e-a3bb-489d-9e8e-cb16bbb19216,Female,63,26,No,No phone service,Fiber optic,No internet service,No,No,No internet service,Two year,113.71,1659.47,Yes
29a8f5ce-f482-4716-bf47-1a8b040dc7a3,Male,49,17,No,No,Fiber optic,Yes,Yes,Yes,No internet service,Month-to-month,39.02,666.4713122299606,Yes
5ed8a5c1-ef42-4c99-88a6-26d4e5c120ea,Non-binary,69,7,No,Yes,No,No,No,Yes,Yes,Two year,115.01,1052.55,Yes
b966e3e0-bd8c-435a-bf51-a0d09d7e2320,Male,47,58,Yes,No,Fiber optic,,No internet service,No,No,Two year,84.52,7771.72,No
3c7bcf67-b988-462b-81d4-9b3a8c802ef4,Non-binary,30,54,No,No,No,No,Yes,No internet service,No internet service,One year,119.86,9312.32,Yes
ebdf634b-e64e-409a-9a4f-8b332642bf26,Male,20,63,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Month-to-month,44.78,7696.0,Yes
d60b6975-2a4b-4ffd-a110-19c1a866ca8b,Female,35,63,No,Yes,No,No,Yes,Yes,Yes,One year,108.82,9112.92,Yes
66e07fba-aa44-4566-ba7c-d400d334e0ad,Female,44,32,No,No phone service,Fiber optic,No internet service,Yes,No,No,Two year,56.65,4707.55,Yes
73199490-6213-44af-8ce8-8a460d9b1f04,Male,67,28,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,One year,81.37,9254.38,Yes
b5bd3d31-261e-462a-8b87-cc9f761aebce,Male,38,30,No,No phone service,DSL,Yes,Yes,Yes,No internet service,One year,88.44,4766.09,No
a05f89ff-2326-4071-a8b4-715f3869c6e4,Male,63,42,No,Yes,DSL,No,No internet service,No,No,Two year,102.03,560.18,No
28e5c93b-ead1-4d40-8a92-1b1dc8268c23,Male,30,32,Yes,No,No,Yes,Yes,No,No,Month-to-month,95.27,8984.39,Yes
40774057-54e7-46fb-9bd2-c2637604d706,Non-binary,28,56,No,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,103.63,2376.26,No
a87f24dd-c5a7-4261-bc10-f15a010348d8,Non-binary,46,32,No,No phone service,DSL,No,Yes,No internet service,Yes,Two year,91.0,103.13,No
696fb401-6185-464f-b149-5fae03637888,Non-binary,45,22,No,Yes,No,,No internet service,No internet service,Yes,Two year,72.6,219.46,Yes
b8f8369f-5e04-4839-b044-4aa047b00498,Male,38,46,No,Yes,No,Yes,Yes,No,No,One year,129.21,1186.49,Yes
b0b69c85-2fa7-444f-8fd9-31e01e45a2b4,Non-binary,20,16,Yes,No,DSL,No,No internet service,Yes,No internet service,Month-to-month,41.42,6919.38,No
d1900608-a0c2-4235-ae4c-7c249c1cf744,Female,60,16,No,No,DSL,Yes,No,No,No,One year,35.92,1372.63,No
de578c77-43e7-49ae-a40c-c11c0a2fc936,Female,57,35,Yes,No phone service,No,No internet service,Yes,No,Yes,Month-to-month,47.58,2920.82,Yes
4dac6b6c-9b1f-4abb-bf1a-09a2f9ec5c41,Male,29,47,No,No phone service,DSL,No internet service,Yes,No,No internet service,Two year,50.29,2634.13,Yes
eaca7213-6d99-4ce0-ada8-d292bb1706d5,Male,25,11,No,No,No,No,No,No,Yes,One year,56.76,2464.79,No
d73e813f-11b9-4221-943f-385e25f58f01,Non-binary,31,49,Yes,Yes,DSL,,No,No,No,Two year,79.89,4720.11,No
f57528bc-310a-429f-9417-1f6450e66c66,Male,57,44,Yes,No,No,No,No internet service,No internet service,No internet service,Two year,100.35,4801.67,No
7f13c821-9edd-4e8c-84da-4a9f9822eba1,Non-binary,33,23,Yes,No phone service,DSL,No,No,No internet service,Yes,One year,36.33,4230.08,No
e7554ff7-4a5b-45dc-ad32-8a0e49e71c9a,Male,33,21,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,One year,58.27,8778.21,Yes
317a3d01-41ae-49dc-ac02-7eff80d8eeab,Non-binary,47,9,No,No,DSL,Yes,No,No internet service,Yes,Two year,114.73,4155.02,Yes
48371d9a-1666-4007-82e7-31c7fe0afa6c,Female,24,28,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,123.33,5047.73,No
a259e805-13a7-40dc-841c-f2f242af4368,Female,46,48,Yes,No phone service,DSL,No,No internet service,Yes,Yes,Month-to-month,66.64,6624.76,No
b04d3c8e-dcc1-407b-ae1b-839b2275dcb5,Non-binary,65,26,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,119.96,3840.62,Yes
365396b8-8dda-400c-b296-05cde9304271,Male,42,53,Yes,No,Fiber optic,No internet service,Yes,No,Yes,One year,34.9,648.59,No
3dd73511-9038-4f96-b375-4d49caaa62a5,Male,56,69,No,No,Fiber optic,No,Yes,No,No,One year,64.95,8327.28,Yes
7478105f-be38-4320-a56f-7baf9ef4fe78,Non-binary,45,34,Yes,Yes,DSL,No internet service,No internet service,No,No,Month-to-month,91.23,2922.69,No
a2e13902-97db-45fa-b339-50051fa0dc78,Male,22,14,Yes,No phone service,No,Yes,No internet service,Yes,No internet service,Month-to-month,107.37,9238.92,No
953c8887-adb8-447b-8633-cebdcd03fae2,Female,36,10,No,No,Fiber optic,,No internet service,No,Yes,One year,52.99,8864.71,Yes
9bd682b0-0474-4340-9030-534010beccb8,Male,32,58,Yes,No,DSL,Yes,,No,Yes,One year,89.34,9162.84,Yes
c0768997-f6a3-49bf-a808-640384797936,Male,69,32,No,Yes,Fiber optic,No internet service,No,Yes,Yes,Month-to-month,84.01,2137.45,No
5247b483-6259-4820-94a9-895ed1c429d5,Non-binary,42,34,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Month-to-month,51.57,1232.2,No
f67973ca-9b19-41c7-a3f3-ba1e1ad13e41,Non-binary,26,40,Yes,No,No,No,No internet service,No internet service,No internet service,One year,123.58,3221.3,No
59e2cbaf-72ae-45ef-8040-93c2838f47ce,Female,48,44,No,Yes,No,No,No,No,No,One year,54.78,1143.84,Yes
6ae2f787-3940-4dfd-af24-9a35c9fde4f1,Male,62,16,Yes,Yes,Fiber optic,Yes,No internet service,,Yes,Month-to-month,129.0,4613.44,No
0eccb58e-c042-430e-b981-d8ce4e95f3ed,Non-binary,30,45,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Month-to-month,39.58,1747.1,No
73afe917-4bcf-4657-a872-5de97453344d,Non-binary,67,23,No,Yes,No,No internet service,No internet service,Yes,No internet service,Month-to-month,108.3,1454.46,No
8bea5530-84f5-4895-8414-a731d38c5856,Male,35,38,No,No,DSL,No,No,Yes,No,Two year,117.78,8131.35,Yes
ed9402b4-1876-4cd2-b351-d835213deb96,Male,41,26,No,No phone service,DSL,No internet service,No internet service,Yes,No internet service,Two year,85.85,3216.28,No
be2c9452-79d4-4cea-87f9-a22ac34448d1,Non-binary,36,39,No,Yes,DSL,Yes,No internet service,No internet service,No,One year,56.85,5472.84,Yes
ce01d507-1a6e-4cb1-a6f0-ad2f5a065129,Non-binary,59,27,No,No phone service,Fiber optic,No,No internet service,No,No,Two year,57.92,1759.3056366079438,Yes
c3177702-5f11-4c1e-8183-dd3683ba21af,Non-binary,37,8,Yes,No,DSL,No internet service,Yes,No,Yes,Month-to-month,54.53,2040.53,No
bdbebc8b-4f75-430e-b2c4-e7ba112864df,Non-binary,30,33,Yes,Yes,Fiber optic,Yes,No,No,Yes,Two year,45.62,6142.8,Yes
dd6bbd53-dc67-45b1-bb33-55a667cd5721,Female,45,31,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,One year,119.84,1504.2,No
cde32424-ed8f-4f12-8a52-e2a219822670,Female,19,32,Yes,Yes,DSL,Yes,Yes,No internet service,No,Two year,59.94,8194.77,No
6683edb3-eb33-4865-b553-3ca8262b0364,Non-binary,47,16,Yes,Yes,No,No internet service,No,No,Yes,Month-to-month,91.75,886.45,No
3923b73e-d682-4202-9115-02d141bad580,Female,54,34,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Two year,102.23,3224.8408046996024,Yes
6044086d-243a-4308-bfe5-32645a5ff325,Male,46,32,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,One year,33.17,1268.059742242273,Yes
d47f2c13-8781-4203-b76e-3700c30862bd,Female,49,19,Yes,No,DSL,No,Yes,No internet service,No,One year,62.13,2288.71,No
d0c29d79-e2e0-411e-93ac-2b25ae19bc0b,Male,70,34,Yes,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,72.08,7678.81,Yes
c4d61151-cbac-4200-be64-ea9d2d5ffe51,Male,32,5,Yes,No,No,No internet service,Yes,No,,Month-to-month,121.07,1483.19,Yes
9cc979c3-55d0-49c6-a2f1-dbff1ec8a032,Female,61,36,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,Month-to-month,71.32,1307.25,No
d50a9e99-3c7f-4e34-81fa-c96dd2aedccc,Female,48,60,Yes,No,Fiber optic,No,No,No internet service,No,One year,32.64,5108.97,No
8dc62e1e-5e10-4a4f-91a2-659767a1522e,Male,37,47,No,No phone service,DSL,No,No internet service,Yes,No internet service,Two year,88.87,3419.436491624381,Yes
acbfb6c6-02e2-4cff-acbe-ddcf1e0407a0,Non-binary,61,62,No,No phone service,DSL,No internet service,Yes,No,Yes,Month-to-month,51.42,2067.65,No
c485a687-65e7-4765-aa25-0e5352d695d8,Male,57,29,Yes,No,Fiber optic,No,No,No internet service,No,One year,122.58,4836.73,No
bc3c535d-3422-4a8f-a8a9-99b887fc1774,Male,54,13,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,Month-to-month,83.72,7379.5,Yes
68079b5b-0373-43bf-9cc5-f771c0e4e46c,Non-binary,57,72,No,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,66.14,2584.12,Yes
4a8eb741-4dbb-4bd8-bd05-8f18c44be5bd,Male,47,31,No,No,Fiber optic,No,Yes,Yes,No internet service,Month-to-month,32.53,7187.16,No
975daee3-1aad-4eb4-852b-df1ba6830b58,Non-binary,51,12,Yes,No,DSL,No,No,No internet service,No internet service,Month-to-month,56.77,591.2247089957958,Yes
1ffd7443-ad3f-4c83-8845-75325db9b0a4,Female,40,54,No,No phone service,DSL,Yes,No,No internet service,No internet service,Month-to-month,58.91,9159.82,Yes
81ea85dc-bf77-43dc-bd05-7176ba407dbb,Female,21,13,No,No,DSL,No,Yes,No internet service,No,One year,38.72,5781.04,Yes
2aa22954-2507-4712-a012-111bc117695a,Female,26,69,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,One year,60.62,2080.49,Yes
c027acc3-6139-442d-a5ba-06ec65d26cb2,Female,33,66,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,Month-to-month,77.88,1425.02,No
83f9ccf7-6e84-469b-885f-735af7db63f5,Female,57,54,Yes,No,Fiber optic,No internet service,No internet service,No,No,Month-to-month,57.2,8710.96,Yes
999062b9-1619-4845-b28d-c1f2ef390dcc,Male,66,37,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Month-to-month,30.84,6752.72,Yes
c1cf4e57-962f-44c6-bb8d-dbf00609e2bc,Female,42,47,No,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,Month-to-month,118.99,93.88,Yes
20f0b8ec-f272-41eb-b9df-86b2b801ac24,Non-binary,49,52,No,No,No,Yes,Yes,Yes,No,One year,36.25,1945.936714427342,No
91ea2a1e-94c8-4395-97e2-2c18a8f79d64,Female,24,61,No,No,Fiber optic,No internet service,No internet service,No internet service,No,Month-to-month,94.95,8018.72,Yes
c1f276d7-9e81-431c-9aa3-7cd80e6ea87f,Female,69,11,No,No,Fiber optic,No internet service,,No,Yes,Month-to-month,86.28,2452.74,No
c719de7e-6d8e-4b7a-83aa-97163e067d4a,Male,65,45,Yes,Yes,DSL,Yes,No internet service,Yes,,Month-to-month,112.3,4253.08,Yes
19640219-79f6-40ab-88af-8c68eead0ac4,Female,40,12,Yes,No,Fiber optic,Yes,No,Yes,No,Two year,44.46,8007.11,Yes
f523d9d6-d347-4525-a5a6-0b06967a039c,Female,60,1,No,No,DSL,No,Yes,No,Yes,One year,87.17,3783.88,Yes
5b4df9b3-ca2d-4594-9d44-737e4e5ecde4,Female,41,22,No,No,DSL,No internet service,No,No,No internet service,One year,32.64,5202.35,No
804f7f91-6fb3-46ce-87e2-71eadffd7d80,Female,42,9,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,One year,31.19,8821.5,No
a0a591ba-0d28-4c84-9057-bfa1759ad9ed,Non-binary,49,60,No,No phone service,No,Yes,No,No,Yes,Two year,88.53,8532.92,No
a4aeafeb-c6ab-4abb-8b0d-7cc35b97302f,Non-binary,44,38,Yes,Yes,DSL,Yes,No internet service,No,No,One year,81.79,4360.15,Yes
f6c6bd2f-dac2-4447-947f-1b38e6e7020c,Female,67,7,No,No,No,No,No internet service,Yes,No,Two year,59.05,2815.28,No
44e175a1-c58a-41f9-9482-f4af99c8c3eb,Male,68,55,No,Yes,No,No internet service,,No internet service,Yes,Month-to-month,70.41,8554.68,No
d7854454-63d0-493e-9dfc-afd8b2c4a811,Female,55,34,No,Yes,No,No,Yes,Yes,No,Two year,128.18,2078.73,No
f848353e-f4b8-4e03-befe-4bee28d2c6c7,Female,52,0,Yes,Yes,No,No internet service,,Yes,Yes,Two year,42.45,4394.11,Yes
f8b01c62-0efd-4a70-ac1c-0ca5812339ed,Female,62,50,No,No,DSL,No,No internet service,No internet service,No internet service,One year,37.64,9025.02,No
b015bdac-f8b6-4c17-b895-4209ece7c7a2,Male,70,54,No,No,DSL,Yes,No internet service,No,No internet service,Two year,99.6,6492.58,No
ca090cde-66aa-4f80-ad4b-8cec9186eaac,Female,63,70,No,Yes,DSL,Yes,,,No,Two year,63.48,1202.14,No
fd7992d2-5e1a-4aad-a3c8-c7bb9215971c,Female,52,24,Yes,No phone service,Fiber optic,No,Yes,No,No,One year,60.42,7197.72,No
e9681ad2-962d-4f55-8335-a90b60c99120,Male,48,49,No,Yes,No,No,No internet service,Yes,Yes,Month-to-month,108.46,6412.37,No
be44a753-3a4f-465d-97ce-1d5504e2e5b6,Female,65,53,No,Yes,No,No internet service,No,No internet service,,One year,81.8,8361.36,Yes
40e9c197-3654-4637-87a0-389357ae18fa,Male,36,42,Yes,No phone service,Fiber optic,No,No internet service,No,No,Month-to-month,101.05,4179.33,Yes
e05d3d24-5a4c-4021-87fa-d34cf163d427,Female,40,49,Yes,No,No,Yes,No,No internet service,Yes,One year,69.09,2389.9,No
40d58c0b-1be4-4b3a-b7dc-d8321bc778c5,Male,33,50,No,No phone service,DSL,No internet service,No,No,Yes,Two year,33.26,1088.54,No
e7150198-d3ca-47b2-99bb-2770d4f5de0f,Male,53,46,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Two year,81.49,7155.4,Yes
040caccc-dc34-477c-baf4-914d9e7b1d95,Non-binary,27,67,No,No,DSL,,No internet service,No internet service,No,One year,66.18,4213.03,No
9bfe1e26-d981-4062-89e5-f1f264a2eada,Male,41,17,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,Two year,107.28,7722.75,Yes
dbfb5547-bcc3-442a-a5a3-26c7b4337c20,Male,53,53,Yes,No,No,No,No internet service,No internet service,Yes,Month-to-month,78.78,857.31,No
0d670957-7b86-45d5-88c1-57c9856865dc,Non-binary,32,27,No,No phone service,No,No internet service,Yes,No internet service,Yes,One year,101.93,6024.87,No
daadf4e6-9062-47d4-83ca-49c0a945130c,Male,68,28,Yes,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,89.06,8832.32,No
0301422d-43ad-4dea-8af0-4620bcad7895,Male,22,69,No,Yes,DSL,,No,No,No internet service,One year,73.72,7860.31,No
87a888b0-1039-468f-80c3-370e3897acff,Non-binary,48,8,Yes,No phone service,Fiber optic,No,No,No,Yes,Month-to-month,109.78,2551.15,No
1f38bca0-b0a9-4978-9b4e-a74f606fa0fb,Non-binary,21,2,No,No,Fiber optic,Yes,No,No internet service,Yes,Month-to-month,113.25,4347.62,Yes
db63183c-0e6b-4c47-9e9a-f61cf37c08db,Female,24,9,No,Yes,Fiber optic,No,No,Yes,No,Month-to-month,118.26,5958.76,No
6cddce21-3369-4018-852b-408798ce7acb,Male,28,51,Yes,No,Fiber optic,No,No internet service,Yes,Yes,One year,74.73,6362.59,Yes
dcad5a4b-f21f-4a2d-b84b-608b2b391eff,Female,62,57,No,No,DSL,No,No,Yes,Yes,Two year,72.56,7509.44,No
eaa30a9c-64d7-4d03-940f-54d105a19c9e,Non-binary,41,6,Yes,No,No,No,No,No,,Two year,97.37,6957.3,Yes
cdcb6ee3-47e7-4da0-b5a4-37f4cb6aa502,Non-binary,59,71,No,No phone service,No,,Yes,Yes,No,Two year,56.78,1775.32,No
de1d9059-0148-4877-977c-f83033f82b74,Male,61,41,Yes,No phone service,No,No,No,No,No,Two year,48.5,7416.5,No
5bb4094e-8294-4d92-b15e-e23c720cab65,Female,25,0,Yes,No phone service,No,Yes,Yes,No,No internet service,Two year,94.27,3451.0,Yes
2f193444-3ff9-4612-86dc-b3f06183e00b,Male,54,56,No,No phone service,Fiber optic,No internet service,No,Yes,Yes,Two year,127.34,7703.56,No
0fa66077-ce7d-4752-a3ad-aad29b94d38c,Non-binary,45,56,No,No,Fiber optic,Yes,No,No internet service,No internet service,Month-to-month,125.05,4795.94,Yes
c8a4321a-bbce-40d7-8f1e-e2c115cd3c07,Male,29,25,Yes,No phone service,No,No internet service,Yes,No,No internet service,Month-to-month,128.35,1455.36,Yes
4d619abf-4800-49e5-b1cc-533b0f4cdc72,Male,22,62,Yes,No,No,No,No internet service,No internet service,No,Month-to-month,128.52,2995.4,No
ee765939-69da-4b51-96a6-b55e3a2b1eb9,Non-binary,45,66,No,No,No,No,No internet service,No,No internet service,One year,36.03,330.55,No
aed2331e-570f-41b5-9254-febb048ae213,Male,60,19,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,Month-to-month,104.82,3789.3,Yes
